Timestamp,Approximately how many games do you attend each season?,What is your favorite team?,Do you identify as LGBTQ+ ?,Did your favorite team host a Pride Night this season?,Did you attend Pride Night this season?,When planning future trips to the ballpark:,"If your team hosts a Pride Night,  what do you think of the promotion and production? [Advertising]","If your team hosts a Pride Night,  what do you think of the promotion and production? [Pre-Game Activities]","If your team hosts a Pride Night,  what do you think of the promotion and production? [In-Game Entertainment/Features]","If your team hosts a Pride Night,  what do you think of the promotion and production? [Promotional Items]",What is your overall impression of MLB Pride Night themes?,What is your favorite themed night or promotion to attend?
9/20/2019 15:11,43784,New York Mets,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,"Did some, but not enough",Just the right amount,Just the right amount,"Did some, but not enough","Favorable, a move in the right direction",Bobble head games
9/20/2019 15:11,43626,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Don't care either way,Free concert
9/20/2019 15:12,43626,New York Mets,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,"Did some, but not enough",Just the right amount,Don't know/unaware of this feature,"Did some, but not enough",It’s great. My best friends brother David Kilmnick three out the first pitch. He’s a huge Mets fan. I am straight but big supporter.,Old Timers Day But Mets don’t have one
9/20/2019 15:12,43470,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,I don't like it. Ply baseball and leave sexual orientation at home.,Bring your dog
9/20/2019 15:12,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Indifferent. Everyone is free to live their lives. Freedom should apply to everyone.,Bobblehead nights
9/20/2019 15:12,21 or more,Detroit Tigers,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Wasn't done at all,"Did some, but not enough",Wasn't done at all,Wasn't done at all,eh,bobblehead/fireworks
9/20/2019 15:13,43784,Houston Astros,Yes,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to attend on Pride Night,Wasn't done at all,Wasn't done at all,Wasn't done at all,,I think it would be great.  I am gay and the Astros have a lot of gay fans and have children who are fans.  I’ve never heard of this in Houston and I literally watch daily. ,Game of thrones or super hero day. 
9/20/2019 15:13,43470,Atlanta Braves,No,Yes,I don't know when it was/not sure if I attended,I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Not needed,Bark in the park
9/20/2019 15:14,16-20,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,Meaningless except to sell tickets,None. I go to watch baseball  not to make a statement.
9/20/2019 15:15,16-20,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,They've done well in being aware of the LGBTQ Community. ,Free shirt Fridays - Mets
9/20/2019 15:16,16-20,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,It’s good ,N/a
9/20/2019 15:16,43626,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,"Did some, but not enough","It is good to have them but should n
Be promoted more with cool promotional items that could be enjoyed by the entire community.",Bobble head nights
9/20/2019 15:18,43470,Texas Rangers,No,No,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Wasn't done at all,Wasn't done at all,,,I am proud that teams celebrate a pride night,Don’t know
9/20/2019 15:19,43626,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"It’s a good idea but I’m not sure how necessary. If the LGBT community wants to be like everyone else, then why mandate or complain about the lack of, a pride day? That means you’re asking to be singled out which your community speaks diligently about all the time. I don’t get a day for being a straight, white, man. If you truly want to be acknowledged, the best way is for people to not notice you. Then, you’ll be like the rest of us. ",Legends of the game
9/20/2019 15:20,43470,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I’m a fan,Grateful Dead Night
9/20/2019 15:20,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Negative,none
9/20/2019 15:22,43470,New York Yankees,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,Ridiculous ,Just the game itself
9/20/2019 15:23,43470,New York Mets,Yes,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I think they’re incredible and opens up MLB players to talk about their sexuality in a healthy and supportive way. ,Garden Gnome Day
9/20/2019 15:23,16-20,Philadelphia Phillies,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,Not enough information to answer.,Childhood Cancer awareness night
9/20/2019 15:24,43626,Baltimore Orioles,Yes,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Other teams do it well,Pride
9/20/2019 15:24,43626,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I'd prefer they keep everyone happy.,bobblehead day
9/20/2019 15:24,21 or more,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,Leave sexuality out of sports. If they do a pride night I would like to have a straight pride night as well,College hat night
9/20/2019 15:25,43626,New York Mets,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,"Did some, but not enough","Did some, but not enough","Did some, but not enough","Did some, but not enough",I love it. Inclusion is important ,Any
9/20/2019 15:26,21 or more,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,,,,,No don’t,Giveaways 
9/20/2019 15:27,43470,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,just don't,Star Wars night
9/20/2019 15:27,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"I have never attended a Pride Night Game. Not intentionally, it’s just never happened.","Superheroes night, "
9/20/2019 15:28,43784,Atlanta Braves,No,No,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,I hate it . Stop shoving it down our throats. You cares what you “identify” as . ,Bobblehead nights
9/20/2019 15:29,43470,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Love it!,Bark in the Park
9/20/2019 15:29,None,New York Yankees,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Just the right amount,Wasn't done at all,Wasn't done at all,Positive,Any
9/20/2019 15:30,43470,Texas Rangers,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"I believe they are inappropriate for the setting. I don't mind if they parade elsewhere, but baseball is what I turn to to get away from politics.",Throwback Night
9/20/2019 15:32,43784,Los Angeles Dodgers,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Good,Star Wars
9/20/2019 15:32,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,No Comment,Past Players Celebrations
9/20/2019 15:32,21 or more,Miami Marlins,Yes,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,Just the right amount,"Did some, but not enough","Did some, but not enough",Just the right amount,Right idea but can do more ,Foodie Friday’s 
9/20/2019 15:32,43626,New York Mets,No,No,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Should be more,N/A
9/20/2019 15:33,43626,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"Inclusion is a great thing. If you have a problem with it in 2019, then go home ",N/a
9/20/2019 15:33,43626,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Just the right amount,Just the right amount,Just the right amount,I think it's a great thing. Sports should be all inclusive. ,Dollar hotdog night!
9/20/2019 15:34,43470,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,No opinion,Bobble head
9/20/2019 15:34,43470,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Just the right amount,Just the right amount,Very Positive. There should be as many as possible.,Any discount beer night.
9/20/2019 15:35,43470,New York Mets,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,"Did some, but not enough",Mets were the first to do it and do a good job.,I would love to see Banner Day come back.
9/20/2019 15:36,43626,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,It’s great and brings awareness to the LGBTQ community ,Bobble head 
9/20/2019 15:39,43784,New York Mets,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Too Much,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don’t think it’s an integral part of the baseball season. Feels like corporate posturing. Don’t see baseball having a bad relationship with the this group of people. NYC embraces it plenty. ,Build-a-bear. Great for kids
9/20/2019 15:40,43470,Kansas City Royals,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Seems desperate to attract a demographic that isn’t likely to be MLB patrons anyway ,"None.  I love baseball, couldn’t care less about the promotions they run"
9/20/2019 15:41,21 or more,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Just the right amount,Just the right amount,Just the right amount,Just the right amount,I think it's great.,.
9/20/2019 15:42,16-20,Philadelphia Phillies,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,"Did some, but not enough","Did some, but not enough",It was nice.,Throw back to 80's or now the90's
9/20/2019 15:43,21 or more,Atlanta Braves,No,Yes,I attended specifically because it was Pride Night,I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,I love to show some love and support to my LGBT friends ,Dont have a fave
9/20/2019 15:43,43626,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough","Did some, but not enough","Did some, but not enough",Wasn't done at all,Needs to be more ,"Heritage nights, like hispanic night, irish night etc.."
9/20/2019 15:43,43626,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Love them,"Don't really care about promotions, just depends on my money & availability when going to a game "
9/20/2019 15:45,43470,New York Mets,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Terrible idea,Na
9/20/2019 15:48,43626,Philadelphia Phillies,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Shouldn’t be there at a family event ,Hat and bobble head days 
9/20/2019 15:48,21 or more,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,,,,Its good,Bobble head night
9/20/2019 15:49,43470,Miami Marlins,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,They can be fun and involve fans. They can educate the public. They can help the  local community.,"Bark in the Park is a fav, even though I have not yet been to one!  Love seeing the pooches in the park."
9/20/2019 15:51,43470,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,It is definitely needed ,Fan appreciation 
9/20/2019 15:52,43470,New York Mets,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Love it,Dollar beers
9/20/2019 15:54,43626,Washington Nationals,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,,,,,I think it’s a good thing and I support them doing it.,Bring you dog to the park
9/20/2019 15:54,43626,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,,Don't know/unaware of this feature,Don’t recall any but would like to see them. ,Bobble heads of course lol
9/20/2019 15:54,"6-10, 11-15",Washington Nationals,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,inappropriate,bobbleheads
9/20/2019 15:57,43470,Philadelphia Phillies,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,,,,,Ridiculous. ,Italian American Pride Night and/or Bobblehead giveaways. 
9/20/2019 15:57,21 or more,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,i'm supportive! i like the idea,i don't really have a favorite
9/20/2019 15:58,43470,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,"Positive, baseball is for everyone",Bark at the Park (puppies!)
9/20/2019 15:59,43626,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,Good,Don't know
9/20/2019 16:00,43470,Baltimore Orioles,No,Yes,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Its cool,Octoberfest 
9/20/2019 16:03,None,Washington Nationals,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Just the right amount,Don't know/unaware of this feature,,Just the right amount,"I think it's wonderful.  As a bisexual man, I think MLB does great things for us in the LGBTQ community <3",Anything involving cats.
9/20/2019 16:05,None,Washington Nationals,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,Glad that MLB is making an effort for Pride!,No opinion 
9/20/2019 16:06,21 or more,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Degrading ,Unique giveaway 
9/20/2019 16:06,21 or more,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much,Not a fan. ,Alumni weekend
9/20/2019 16:07,43470,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,Wasn't done at all,Wasn't done at all,Can do without,Star Wars 
9/20/2019 16:07,43470,San Francisco Giants,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"I think it’s great they are doing it, doesn’t affect me at all and no harm is being done.",Fan Appreciation Day/Night
9/20/2019 16:10,43470,Miami Marlins,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Great idea,Star Trek night! 
9/20/2019 16:17,43470,Philadelphia Phillies,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,"Did some, but not enough",,,,Don’t shove it at me,I go for the games.  Not anything else 
9/20/2019 16:20,43626,Philadelphia Phillies,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Too Much,Too Much,Too Much, Unnecessary  ,Wall of Fame Night
9/20/2019 16:23,43470,Los Angeles Dodgers,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,I think it’s great,I haven’t been able to attend yet
9/20/2019 16:29,43470,Los Angeles Dodgers,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,It's a bunch of bullshit,None
9/20/2019 16:29,43470,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Too Much,Don't know/unaware of this feature,Don't know/unaware of this feature,Just the right amount,Understandable ,Throwback Nights
9/20/2019 16:31,43470,New York Mets,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,Don’t know,Bobble heads
9/20/2019 16:37,43784,Philadelphia Phillies,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Too Much,Don't know/unaware of this feature,Too Much,Blah,Military appreciation
9/20/2019 16:40,43470,Philadelphia Phillies,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,It warms my heart!,I always love culturally inclusive themes like this. 
9/20/2019 16:41,21 or more,Chicago Cubs,No,No,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,I think MLB teams should have them. ,Not sure
9/20/2019 16:44,"11-15, 16-20",Washington Nationals,Yes,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Too Much,Too Much,Too Much,Don't know/unaware of this feature,"To the point that some teams do them, they are annoying and unnecessary. As a member of the LGBT+ community, I of course support the cause, but it just isn't necessary to have a Pride night at the stadium. I happened to go to the Nats Pride night vs the ChiSox this year, not realizing it was Pride night, and I felt they overdid it.",Bobblehead day/Pups in the Park
9/20/2019 16:45,43470,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Not necessary,College Nights
9/20/2019 16:45,43470,Chicago White Sox,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,,"They are attempting to be inclusive, that is always a good thing",Elvis Night 
9/20/2019 16:45,43470,Baltimore Orioles,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,,,,,Not relevant ,Anything not political or religious 
9/20/2019 16:48,43470,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,Disgusting ,?
9/20/2019 16:52,43784,Houston Astros,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I would not attend,Animals
9/20/2019 17:00,None,Atlanta Braves,Prefer not to answer,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"I think it is great, I do not live by any major league parks, but if I did I would attend!","Don't live by any BB parks, but watch the Braves every game!"
9/20/2019 17:01,None,Philadelphia Phillies,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,Discusting,Bark in the park
9/20/2019 17:06,21 or more,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I like them and encourage them.,Any giveaway
9/20/2019 17:07,43470,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,Not impressed. I think it’s ridiculous! ,Bobble head or something like that. A team promotion
9/20/2019 17:08,43784,Philadelphia Phillies,No,Yes,I attended specifically because it was Pride Night,Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,It doesnt bother me,fan appreciation 
9/20/2019 17:09,43784,Atlanta Braves,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Pandering. ,Star wars 
9/20/2019 17:11,43626,Chicago Cubs,No,I don't know,"Didn't attend, but not because of Pride Night",Undecided,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I think if they really want to show support it wouldn't be too much to at least have  a rainbow logo on the hats from ALL 30 teams. The Yanks can get over themselves and actually participate.,"bobble head nights, but sadly I don't get to attend them"
9/20/2019 17:12,None,Washington Nationals,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Should not be promoted by MLB. ,I just like to watch the games. 
9/20/2019 17:14,43626,Atlanta Braves,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Just the right amount,Just the right amount,Just the right amount,"There’s 81 home games, who cares if one is catered to people who are gay? ",Bobble head nights 
9/20/2019 17:19,43470,Atlanta Braves,No,I don't know,"Didn't attend, but not because of Pride Night",I would go out of my way to avoid Pride Night,,,"Did some, but not enough",,Whatever ,Thirsty Thursday 
9/20/2019 17:38,21 or more,Atlanta Braves,Yes,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,I love that baseball is marketing to a demographic that is often stereotyped as non-sports fans,"Free promo nights (bobble heads, etc)"
9/20/2019 17:40,43784,New York Mets,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Ain’t nothin wrong with that,FREE SHIRT FRIDAY
9/20/2019 17:41,43470,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"I think it's a great inclusive feature. Not all baseball fans are cisgender heterosexual people, and it's great franchises are recognizing that finally. ",Dollar dog night! 
9/20/2019 17:42,43470,Baltimore Orioles,No,I don't know,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,,Idk,Ur mom
9/20/2019 17:45,43784,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Too Much,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,There is no place in baseball for this.  Keep your preferences to yourself.  ,Player Bobble head nights 
9/20/2019 17:47,43470,Washington Nationals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,"Did some, but not enough",Wasn't done at all,Wasn't done at all,"Did some, but not enough",I think it’s awesome. Let’s be inclusive and kind and have some fun!,Any and all I can go to. 
9/20/2019 17:51,43470,Chicago Cubs,No,No,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Teams should avoid agenda themes,Kids related for a cause that will help them
9/20/2019 17:52,43470,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,you have a male plug and a female plug. The end. ,"None, it’s irrelevant and why do you need a pride month. I don’t care if you’re gay or lesbian but gtfoh with the more than two genders crap."
9/20/2019 17:57,43784,Atlanta Braves,No,Yes,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,Sucks.,"Opening day, and bobbleheads."
9/20/2019 18:02,43470,Atlanta Braves,No,I don't know,I don't know when it was/not sure if I attended,Pride Night would not influence my choice of game,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,"I’m not aware of the themes honestly but if they make others happy, then they are okay with me! ",Indifferent. I just love baseball. 
9/20/2019 18:23,43470,Philadelphia Phillies,No,I don't know,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,,,,,Not needed or wanted,T shirt night or fan appreciation night
9/20/2019 18:31,43470,Philadelphia Phillies,No,Yes,"Didn't attend, but not because of Pride Night",I would go out of my way to attend on Pride Night,"Did some, but not enough",Don't know/unaware of this feature,Don't know/unaware of this feature,Don't know/unaware of this feature,It’s a step in the right direction. ,Retro themed games 
9/20/2019 18:39,43470,Atlanta Braves,No,I don't know,I avoided the game specifically because it was Pride Night,Pride Night would not influence my choice of game,,,,,Don’t agree with it. ,Bobble head
9/20/2019 18:39,43784,St. Louis Cardinals,No,Yes,"Didn't attend, but not because of Pride Night",Pride Night would not influence my choice of game,,,,Just the right amount,"The items are usually of a good quality and the promotion is decent. The Cardinals have a lot of really good promotions, so this promotion isn't as good as other things, despite it being well done overall. ",Any night that's a giveaway jersey or championship ring.
9/20/2019 18:53,43470,Atlanta Braves,No,No,I avoided the game specifically because it was Pride Night,I would go out of my way to avoid Pride Night,Wasn't done at all,Wasn't done at all,Wasn't done at all,Wasn't done at all,Disgusting,Bring your dog to the park
9/20/2019 19:09,21 or more,Atlanta Braves,No,Yes,"I attended, but not on purpose/was not aware of Pride Night/did not pick the game date",Pride Night would not influence my choice of game,Just the right amount,Don't know/unaware of this feature,Don't know/unaware of this feature,Too Much,The Pride themes are getting out of hand. ,Bobbleheads and/or alumni nights
